Episode,Timestep_Entry,Price_Entry,Timestep_Exit,Price_Exit,PnL,Entry_Action,Exit_Action
1,0,20003.8,1,20000.2,-74.58,0,1
1,2,19998.2,5,19998.8,-14.58,1,0
1,7,19998.5,12,20006.5,120.42,0,1
1,14,20007.8,15,20009.2,-34.58,1,0
1,16,20006.8,17,20009.8,-64.58,1,0
1,18,20009.8,21,20009.8,-9.58,0,1
1,22,20010,27,20003.5,-99.58,0,1
1,28,20004.8,29,20010,-109.58,1,0
1,31,20007.2,32,20002.2,-104.58,0,1
1,34,20002.8,35,20002.2,5.42,1,0
1,36,20005.8,41,20010.2,-14.58,1,0
1,42,20009.8,49,20003.8,-114.58,0,1
1,50,20005.5,51,20005.2,-9.58,0,1
1,52,20005,54,20003.8,20.42,1,0
1,56,20003.5,58,20003.5,-4.58,1,0
1,59,20002.5,66,20002,-14.58,0,1
1,67,20002,68,20002.2,-9.58,1,0
1,69,20001.5,79,20004.2,-64.58,1,0
1,80,20004,84,20005.5,-24.58,1,0
1,85,20003.5,88,20002.8,-19.58,1,0
1,91,20003.2,95,19998.2,-34.58,0,1
1,96,19998,98,20002.8,-99.58,1,0
2,0,20006.5,19,20004.8,-14.58,0,1
2,20,20003.5,25,20005.5,-59.58,1,0
2,27,20005.5,31,20007.5,-44.58,1,0
2,32,20007.5,34,20007.5,-9.58,0,1
2,36,20007.2,39,20005.8,-19.58,1,0
2,42,20006.5,46,20002.8,-39.58,0,1
2,48,20004.5,51,20003.8,-39.58,0,1
2,52,20005.2,53,20006.5,20.42,0,1
2,54,20007,56,20008,-9.58,0,1
2,57,20007.2,59,20005.2,-64.58,0,1
2,60,20005.8,61,20008,-49.58,1,0
2,62,20007.8,65,20007,-19.58,0,1
2,66,20006.2,67,20005.2,-24.58,0,1
2,68,20007.2,73,20008.8,-124.58,1,0
2,78,20009.8,82,20003,-129.58,0,1
2,83,20001.2,84,20001.8,-14.58,1,0
2,87,20000.2,94,20000,-4.58,0,1
2,96,20000,99,20000.2,0.42,0,1
3,1,20006.5,4,20006.2,-19.58,0,1
3,5,20003.8,6,20005,-29.58,1,0
3,8,20007.2,9,20007.5,0.42,0,1
3,12,20002.8,16,20003,35.42,1,0
3,18,20000.5,23,19996.2,-74.58,1,0
3,24,19992.8,30,19992.8,-19.58,1,0
3,31,19987.5,37,19992,-164.58,1,0
3,38,19992,39,19991.8,-9.58,0,1
3,44,19996.5,50,19997.8,-39.58,1,0
3,51,19996.8,55,19998.2,-24.58,1,0
3,56,19996.8,58,19997.2,5.42,0,1
3,59,19995.2,65,19996.2,-9.58,1,0
3,66,19996.2,68,19995.8,-19.58,0,1
3,70,19996.5,71,19996.5,-4.58,0,1
3,74,19995.5,76,19996.8,20.42,0,1
3,78,19996.8,80,19998.2,-44.58,1,0
3,81,19998.5,84,19994.2,-24.58,0,1
3,86,19992.5,89,19998.5,-64.58,1,0
3,90,19996.8,94,19999.2,-49.58,0,1
4,1,19996.8,2,19997,-9.58,1,0
4,4,20001.2,5,20004,50.42,0,1
4,6,20003.5,8,20005,-9.58,1,0
4,9,20004.8,22,20004.5,-19.58,1,0
4,24,20007.8,28,20006.8,-59.58,0,1
4,31,20009.5,42,20003.8,-49.58,0,1
4,47,20001,54,19996.5,-89.58,0,1
4,55,19998.8,58,20005.5,-184.58,1,0
4,60,20004.5,61,20006,25.42,0,1
4,68,20009.8,74,20009.2,-14.58,0,1
4,77,20008.2,81,20008.5,15.42,1,0
4,84,20007.2,85,20005.2,-44.58,0,1
4,88,20005.8,89,19998.8,-144.58,0,1
4,90,20002.5,94,20000.2,-124.58,0,1
5,0,20002.8,11,20003.5,-9.58,1,0
5,12,20002.8,16,20003.5,-9.58,1,0
5,24,20001.2,26,19999.8,15.42,1,0
5,29,19996.5,34,19995.8,-4.58,1,0
5,36,19997.2,39,19995.2,-24.58,0,1
5,44,19995.2,45,19995.2,-4.58,1,0
5,47,19995,54,20000.5,-34.58,1,0
5,55,20001,60,20003.5,-59.58,1,0
5,61,20002.8,68,20003.8,-39.58,1,0
5,73,20000.2,89,19999,0.42,1,0
5,94,20006,95,20006,-4.58,1,0
6,0,19993,6,19999.8,-14.58,1,0
6,9,20000.2,11,19996.2,75.42,1,0
6,12,19995.5,14,19998.5,-24.58,0,1
6,16,19993,19,19988.2,-49.58,0,1
6,22,19992,30,19995.2,-9.58,0,1
6,33,19998.2,36,19998.5,-49.58,1,0
6,38,19994.8,56,19990.8,-9.58,0,1
6,60,19989,68,19994.5,-4.58,0,1
6,69,19994.8,91,19993.2,-54.58,0,1
6,92,19992,94,19995,-64.58,1,0
6,95,19995.8,98,19993.5,-29.58,0,1
7,0,20003,6,19999.2,15.42,1,0
7,9,19997.8,23,19998.2,-19.58,1,0
7,24,19997.5,37,19997.8,-19.58,1,0
7,39,19997,40,19998.5,-34.58,1,0
7,51,20002,57,20009.8,-44.58,1,0
7,60,20007,68,20010.2,-89.58,1,0
7,73,20007.2,77,20005.5,-19.58,1,0
7,83,19997.5,90,20006.2,-59.58,1,0
8,6,20003.2,21,20003.8,-44.58,1,0
8,22,20004,23,20001.8,-49.58,0,1
8,25,20001,27,20001.5,5.42,1,0
8,28,20003.8,35,20001.2,-14.58,1,0
8,37,20000.8,42,20001,-14.58,1,0
8,43,20000.8,45,20000.8,-4.58,1,0
8,48,20000.5,52,20001.2,-9.58,1,0
8,53,20000.2,54,20001.2,-24.58,1,0
8,56,20001.5,61,19999.2,-39.58,0,1
8,69,20000.8,75,20001.5,-9.58,1,0
8,76,19998.5,83,20002.2,-44.58,1,0
8,85,20001.8,87,20004.2,-69.58,1,0
8,89,19997.8,91,20001.5,-64.58,1,0
8,94,20002.5,98,20007.8,-14.58,1,0
9,1,20004.2,3,20002,-49.58,0,1
9,4,20002.5,7,19998.5,-19.58,0,1
9,9,19998.5,10,19999.2,-19.58,1,0
9,11,19998.5,23,19997.5,-4.58,1,0
9,27,20002.5,31,20000.2,-69.58,0,1
9,32,20000.5,38,20000,-39.58,0,1
9,39,20001,53,20005.8,20.42,1,0
9,54,20006,55,20006.5,-14.58,1,0
9,56,20004.5,58,20003.8,-9.58,1,0
9,59,20002.5,65,20008.2,-69.58,1,0
9,68,20005.2,77,20003,40.42,1,0
9,78,20003.5,80,20001,45.42,1,0
9,81,20000.8,82,20000,-19.58,0,1
9,85,19999.5,94,19996.8,-9.58,1,0
10,0,20001.5,3,20000,85.42,1,0
10,6,20008.5,15,19999.8,-74.58,0,1
10,16,19996.8,28,19993,-19.58,1,0
10,30,19991.8,43,19997.2,-44.58,1,0
10,44,19996,47,20000.5,5.42,0,1
10,48,20002.2,55,20008.8,-24.58,1,0
10,57,20009.2,61,20005,5.42,0,1
10,64,20005,65,20005.8,-19.58,1,0
10,69,20005,78,20003.8,-59.58,1,0
10,79,20000.8,81,20004.2,-39.58,0,1
10,83,20006,86,20002.8,-69.58,0,1
10,87,20004.5,96,20005.8,-34.58,1,0
11,2,20001.8,10,20007.5,-64.58,1,0
11,11,20006,16,19999.5,55.42,1,0
11,17,19998,28,19988.8,-44.58,1,0
11,29,19986.5,31,19986.2,5.42,0,1
11,32,19987.5,35,19988.5,-49.58,1,0
11,36,19989,45,19989,-79.58,0,1
11,46,19990.2,50,19995,-99.58,1,0
11,52,19996.5,54,19997.8,40.42,1,0
11,56,19995.8,58,19998.2,-29.58,1,0
11,59,19997.2,61,19995.8,-4.58,1,0
11,62,19997.2,66,19994.2,-49.58,0,1
11,67,19994.8,68,19993.5,-29.58,0,1
11,69,19995,70,19993.2,-39.58,0,1
11,71,19993,79,19998.8,-124.58,1,0
11,82,19998,85,19998.2,55.42,1,0
11,87,19999.5,89,19997.2,-9.58,0,1
11,91,19997.8,95,19997.5,-19.58,0,1
11,96,19997.2,97,19997.8,-14.58,1,0
11,98,19998.5,99,19997.8,-19.58,0,1
12,3,20000,5,20006.2,-109.58,1,0
12,8,20000.2,16,20003,-59.58,0,1
12,17,20006.8,18,20005.8,-24.58,0,1
12,19,20005.2,22,20008,-24.58,1,0
12,24,20008,28,20005.8,-49.58,0,1
12,30,20004.5,32,19999.5,-104.58,0,1
12,34,19996.2,35,19996.5,-9.58,1,0
12,37,19997.2,38,19999.8,-54.58,1,0
12,39,19995.8,43,20002,-134.58,1,0
12,44,20003.8,48,20003.5,-39.58,0,1
12,49,20004,50,20007,-64.58,1,0
12,51,20008.2,53,20007.5,-19.58,0,1
12,54,20007.5,56,20001.8,-119.58,0,1
12,57,20002.8,58,20003.2,5.42,0,1
12,59,20008.2,61,20005.8,-54.58,0,1
12,64,20008.8,65,20006.5,-49.58,0,1
12,69,20009,73,20006.2,-59.58,0,1
12,74,20006,78,20009.2,-24.58,1,0
12,79,20008,84,20007.2,-29.58,1,0
12,85,20005.2,86,20008.8,-74.58,1,0
12,87,20005.5,89,20005.5,-9.58,1,0
12,90,20005.5,91,20005.2,-9.58,0,1
13,0,19998.8,4,19997.2,15.42,0,1
13,5,19996.2,14,19994.8,-29.58,1,0
13,15,19992.5,16,19994.2,-39.58,1,0
13,19,19990.8,22,19993,40.42,0,1
13,23,19993.5,33,19993.2,-59.58,1,0
13,34,19991.8,35,19994.8,-64.58,1,0
13,37,19995,39,19997.5,-54.58,1,0
13,40,19997.5,45,19993.8,-119.58,0,1
13,49,19998.2,50,19993.2,-104.58,0,1
13,51,19994.8,52,19995,-9.58,1,0
13,53,19993.5,56,19995,-34.58,1,0
13,57,19993.5,59,19994.5,-9.58,0,1
13,60,19993.8,65,19992.5,-39.58,0,1
13,67,19992.8,70,19993.2,-39.58,0,1
13,72,19994.5,74,19995,-54.58,1,0
13,77,19995,78,19995.5,-14.58,1,0
13,81,19997,82,19997.8,-19.58,1,0
13,90,19994.8,91,19995.5,10.42,0,1
13,92,19996.8,98,20000.8,-14.58,0,1
14,0,20002.8,1,20002.8,-4.58,1,0
14,2,20002.8,25,20000.5,-59.58,0,1
14,26,19999.8,28,19997.2,-104.58,0,1
14,29,19995.8,30,19997.8,-44.58,1,0
14,33,20001,36,19999.8,45.42,1,0
14,37,19999,46,20003.2,-9.58,0,1
14,47,20003.2,50,20003.8,-14.58,1,0
14,54,20003.8,63,20002.8,-34.58,0,1
14,65,20003.8,68,20002,-54.58,0,1
14,70,20003.5,73,20002,15.42,1,0
14,76,20004.5,79,20003.2,-39.58,0,1
14,81,20005.8,86,20000.5,-104.58,0,1
14,87,20004.5,91,19999.8,-29.58,0,1
14,93,19999.2,94,19995.8,65.42,1,0
15,0,19995.2,4,19995,-4.58,0,1
15,6,19996.2,9,19995,-14.58,0,1
15,10,19995.8,21,19996.5,10.42,0,1
15,24,19998.8,25,19998.5,-9.58,0,1
15,29,19997.5,36,19997,0.42,1,0
15,37,19995.8,40,19999,-84.58,1,0
15,45,19995,48,19996.5,-114.58,1,0
15,49,19997.8,52,20002,-74.58,1,0
15,54,19998.5,57,19998.2,-124.58,0,1
15,59,19999.5,60,19997.8,-39.58,0,1
15,62,20000.2,64,19998.2,35.42,1,0
15,65,20000.2,74,19999.5,-29.58,0,1
15,77,19998,80,20004.2,-19.58,0,1
15,81,20002.2,87,20008.5,-49.58,1,0
15,88,20007.5,93,20004.5,30.42,1,0
15,94,20006,95,20003.5,-54.58,0,1
16,0,20009,2,20003.8,-109.58,0,1
16,3,20005,7,20010,-34.58,1,0
16,12,20009.8,17,20010.2,-34.58,1,0
16,18,20010.2,19,20009.8,-14.58,0,1
16,24,20011.2,34,20011,-4.58,0,1
16,35,20010.8,40,20011.5,-14.58,1,0
16,41,20011,50,20010.5,-19.58,0,1
16,51,20010.5,53,20011.5,-24.58,1,0
16,55,20010.2,64,20011.5,-29.58,1,0
16,69,20011.8,71,20011.2,-14.58,0,1
16,76,20012,77,20010,-44.58,0,1
16,80,20012,81,20009.8,-49.58,0,1
16,82,20009.5,84,20009.5,-4.58,1,0
16,85,20009,87,20005.5,-49.58,0,1
16,93,20008.2,95,20006.5,-39.58,0,1
17,1,20004.8,10,20004.5,-34.58,0,1
17,11,20008,16,20003.8,-114.58,0,1
17,18,20003.5,37,20005.5,-24.58,0,1
17,38,20002.5,69,19993,-19.58,0,1
17,70,19993.8,74,19994,-29.58,1,0
17,75,19992.5,78,20000,-154.58,1,0
17,79,19997.8,88,20004.2,125.42,0,1
17,90,20005,92,20006,-19.58,1,0
18,0,19992.5,1,19997.8,-109.58,1,0
18,2,19999.5,13,20002.2,25.42,0,1
18,14,20002.8,15,20001,-39.58,0,1
18,17,20002.2,19,20001.8,-34.58,0,1
18,20,20002,25,20001.5,-14.58,0,1
18,30,20003.2,34,20000.8,-49.58,0,1
18,38,20002,46,19997.8,-14.58,0,1
18,51,19998.5,60,20002,-29.58,0,1
18,62,20004,80,19993.2,-24.58,0,1
18,81,19993.2,83,19994.2,-29.58,1,0
19,1,19995.8,5,20002.5,-159.58,1,0
19,6,20000.8,7,20000.5,0.42,1,0
19,8,20004.5,10,19993,-234.58,0,1
19,11,19989.2,14,19993.2,-169.58,1,0
19,17,19986.5,32,19991.5,-9.58,0,1
19,33,19992.2,61,19990.8,-24.58,1,0
19,62,19991.5,65,19994.5,25.42,0,1
19,67,19992.2,72,19990.5,-69.58,0,1
19,75,19990.2,77,19989,-29.58,0,1
19,78,19993.8,83,19995.2,5.42,1,0
19,85,19996.5,86,19993.8,-59.58,0,1
19,90,19991,92,19996.8,-119.58,1,0
19,93,19995.2,98,19989.2,-34.58,0,1
20,0,20004.8,2,20003.8,-4.58,1,0
20,4,20005,9,20004.2,-54.58,0,1
20,10,20008,16,20003.5,-44.58,0,1
20,17,20005.2,23,19999.5,-24.58,0,1
20,24,20000.8,26,19997.8,-24.58,0,1
20,29,20000.5,50,20002.5,-9.58,0,1
20,51,20003,67,20004,-9.58,0,1
20,68,20006.5,69,20005.2,20.42,1,0
20,70,20004.8,72,20005.2,-14.58,1,0
20,76,20004.8,77,20005,-9.58,1,0
20,78,20005,86,20006.2,10.42,0,1
20,88,20007,89,20005.8,-29.58,0,1
20,90,20007.2,94,20004,-54.58,0,1
20,96,20005.5,97,20004.8,10.42,1,0
21,0,20001.5,1,20001.5,-4.58,0,1
21,2,20001.2,4,20000.5,5.42,1,0
21,5,19999,7,20000.2,-14.58,0,1
21,8,20003.2,19,19996.8,-114.58,0,1
21,20,19993.5,28,19995.2,115.42,0,1
21,29,19996.5,30,19999,-54.58,1,0
21,31,19997.5,32,20001.5,-84.58,1,0
21,33,20001.2,36,20005.5,-89.58,1,0
21,38,20007,40,20005.5,-34.58,0,1
21,41,20007,43,20008.2,-34.58,1,0
21,44,20007.5,47,20008.5,-24.58,1,0
21,51,20002.8,52,20000.5,40.42,1,0
21,53,20002.8,56,20000.2,0.42,1,0
21,57,19999.8,58,20000.8,-24.58,1,0
21,59,20000,64,19999.2,-14.58,0,1
21,65,20000,66,19999.2,-19.58,0,1
21,67,19999.2,69,20000.5,-29.58,1,0
21,71,20000.2,73,20003,-39.58,1,0
21,76,20001.8,78,20000.8,-29.58,0,1
21,79,19999.2,83,20003.8,-94.58,1,0
21,85,19999.2,86,20002.5,-69.58,1,0
21,88,20004.5,91,20006,25.42,0,1
21,93,20005.8,94,19999.2,-134.58,0,1
21,96,19999.5,99,19999,-74.58,0,1
22,0,19994.8,4,19994.5,-9.58,0,1
22,5,19992.2,8,19997.8,70.42,0,1
22,10,20000,18,20007.2,20.42,0,1
22,20,20006.2,23,20006.2,-4.58,0,1
22,25,20009,34,20000.5,-39.58,0,1
22,37,19999.8,40,19993.2,-94.58,0,1
22,42,19993.2,44,19996.5,-79.58,1,0
22,45,19996.5,47,19995.2,-39.58,0,1
22,48,19994.5,50,19995.8,20.42,0,1
22,56,20007.8,57,20006.5,-29.58,0,1
22,59,20009.2,60,20006.2,-64.58,0,1
22,61,20008,72,20003.2,-19.58,0,1
22,73,20003,74,20002.5,-14.58,0,1
22,75,20006.8,77,20005.8,-24.58,0,1
22,78,20006,95,20000.5,-49.58,0,1
23,0,19994.2,1,19993,20.42,1,0
23,4,19998.2,6,19999,-19.58,1,0
23,7,19999,12,19998.5,20.42,0,1
23,13,19998.8,27,19999,-19.58,0,1
23,30,19998.2,33,19997.8,-9.58,0,1
23,34,19998.2,36,19998,-14.58,0,1
23,37,19997.8,38,19998.8,-24.58,1,0
23,39,19998.2,41,19997.8,15.42,1,0
23,43,19997.8,50,19999.5,-54.58,1,0
23,51,19998.5,61,19992.8,-104.58,0,1
23,62,19992,63,19996.8,90.42,0,1
23,65,20000,77,19997.2,-64.58,0,1
23,79,19996.2,85,20001.8,-19.58,1,0
23,86,20002.2,90,20000,-19.58,0,1
23,91,20002.8,94,20001.5,20.42,0,1
23,95,20000,98,20001.2,20.42,0,1
24,1,20009.5,3,20007.8,-39.58,0,1
24,4,20009.5,5,20007.5,-44.58,0,1
24,6,20009.5,12,20007,-29.58,0,1
24,14,20004.8,16,20004.2,-14.58,0,1
24,17,20004.8,22,20003.2,-49.58,0,1
24,27,20006.5,28,20004.2,-49.58,0,1
24,29,20007,31,20006,-24.58,0,1
24,32,20005.5,35,20004.5,5.42,0,1
24,38,20003,44,20002.8,-69.58,1,0
24,45,20004,49,20005.2,5.42,0,1
24,50,20004.2,53,20005.2,-49.58,1,0
24,55,20007,56,20009,-44.58,1,0
24,58,20009.8,67,20009,-9.58,0,1
24,69,20009.2,78,20010,-4.58,0,1
24,81,20008.5,83,20007.8,10.42,1,0
24,84,20006.8,85,20009.8,-64.58,1,0
24,87,20008.5,90,20006,-44.58,0,1
24,91,20007.2,93,20007.2,-4.58,0,1
24,94,20007.5,98,20007.2,-49.58,0,1
25,1,19997.5,5,20002,-14.58,1,0
25,7,20002,11,20002,-4.58,0,1
25,14,20003,20,19997.2,-59.58,0,1
25,21,19997,24,19999,-14.58,1,0
25,27,19996.8,28,19999,-49.58,1,0
25,31,19998,32,19999.2,20.42,0,1
25,33,20000.5,45,19999,-34.58,0,1
25,49,19997.8,56,19995.8,-49.58,0,1
25,57,20001.2,66,19995.5,-59.58,0,1
25,67,20000,73,19999.5,-54.58,0,1
25,76,19995.8,77,19995.5,-9.58,0,1
25,78,19995.5,84,19997,-39.58,1,0
25,86,19998,88,19999,-19.58,1,0
25,91,20001.2,95,20000.2,-24.58,0,1
26,0,20001.8,4,20001,-74.58,0,1
26,5,20003,9,19999,-29.58,0,1
26,11,19997.2,12,19998,-19.58,1,0
26,14,19993.5,15,19993.2,-9.58,0,1
26,16,19991.2,18,19998,130.42,0,1
26,20,20003.2,23,20003.5,-4.58,0,1
26,24,20005,28,19999.8,-49.58,1,0
26,29,20002.2,33,20001,10.42,0,1
26,37,20003,41,20002,0.42,1,0
26,42,20004,43,20004.2,-9.58,1,0
26,45,20000.2,46,20000.2,-4.58,1,0
26,47,19999.2,48,20000.5,-29.58,1,0
26,49,20004.2,58,20008.5,-4.58,0,1
26,61,20006.8,78,20002.2,-114.58,0,1
26,80,20003.5,95,20008.8,-34.58,0,1
27,0,20006.2,4,20009.5,10.42,0,1
27,7,20007.2,8,20006.8,-14.58,0,1
27,9,20006,13,20006.8,-19.58,1,0
27,14,20005.5,15,20005.8,-9.58,1,0
27,19,20008.2,27,20005.2,-9.58,0,1
27,28,20006,34,20005.2,-49.58,0,1
27,35,20006.2,42,20006.8,-19.58,0,1
27,46,20005.5,48,20005.5,-4.58,0,1
27,49,20006.5,59,20005,-24.58,0,1
27,60,20004.8,63,20006,-29.58,1,0
27,65,20007.2,68,20005.5,-9.58,0,1
27,69,20006.5,77,20004.5,-14.58,0,1
27,79,20005.2,80,20004.5,-19.58,0,1
27,82,20004.5,83,20007.5,-64.58,1,0
27,86,20006.5,87,20004.5,-44.58,0,1
27,89,20004.2,90,20006,-39.58,1,0
28,0,20008,11,20006,-24.58,0,1
28,12,20004,14,20008,-44.58,1,0
28,15,20003.8,19,20009.8,-114.58,1,0
28,22,20006,31,20009.2,-19.58,0,1
28,34,20008.8,35,20009,-9.58,1,0
28,39,20009.2,47,20008.8,-19.58,0,1
28,48,20008.8,53,20009.5,0.42,0,1
28,56,20008.2,60,20009,-24.58,0,1
28,61,20009.5,70,20009.2,-9.58,0,1
28,73,20007.8,74,20010.2,-54.58,1,0
28,88,20010.2,92,20005.8,0.42,1,0
28,93,20006,96,20005,-44.58,0,1
28,98,20005.5,99,20007.2,-39.58,1,0
29,0,19993.2,19,19989.5,25.42,0,1
29,21,19989.8,22,19988.8,-24.58,0,1
29,23,19990.8,28,19992,-74.58,0,1
29,30,19992.5,38,19985,-49.58,0,1
29,40,19987.8,42,19992,-154.58,1,0
29,44,19987.8,46,19997.2,-104.58,1,0
29,50,20000.8,51,19996.2,-94.58,0,1
29,52,20001.2,54,19996.8,35.42,0,1
29,58,20001,59,19999.5,25.42,1,0
29,62,19998.8,63,20000,-29.58,1,0
29,66,20001.2,75,20001.5,-9.58,0,1
29,76,19998.5,79,19997.8,-44.58,0,1
29,82,20000.5,83,20000.2,-9.58,0,1
29,85,20001,89,20000,-24.58,0,1
29,91,20000.5,94,20002,-44.58,1,0
29,96,19997.8,98,19997,-19.58,0,1
30,0,20001.2,7,20002.5,-49.58,0,1
30,8,20005.8,9,20004.8,-24.58,0,1
30,10,20003.5,11,20003,5.42,1,0
30,13,19999.8,16,19996.5,-44.58,0,1
30,17,19998.2,19,19997.5,-19.58,1,0
30,22,19998.8,24,19995.5,-69.58,0,1
30,25,19996.5,26,20000,-74.58,1,0
30,29,20002.2,32,20002.5,-4.58,0,1
30,33,20004,36,20006,35.42,0,1
30,37,20007.5,40,20003.2,-94.58,0,1
30,41,20004.2,42,20007.8,65.42,0,1
30,43,20008,48,20007.5,-19.58,0,1
30,53,20007,54,20008.2,-29.58,1,0
30,55,20008.2,58,20007.5,-19.58,0,1
30,61,20006.2,62,20006.8,-14.58,1,0
30,63,20002.2,65,20001.8,5.42,1,0
30,66,20008.5,69,20000.5,-164.58,0,1
30,70,20000.8,71,20001,0.42,0,1
30,72,20002.8,83,20006.5,50.42,0,1
31,1,20003,6,20003,-4.58,0,1
31,12,20001.8,13,20002.2,-14.58,1,0
31,15,20003,17,20001.5,-34.58,0,1
31,18,20001.8,27,20003,0.42,0,1
31,28,20001.8,36,20005.2,-54.58,1,0
31,37,20004.5,41,20004.5,-44.58,0,1
31,42,20005,47,20006.8,0.42,1,0
31,48,20008.2,52,20004.5,-79.58,0,1
31,53,20004.5,54,20008.5,-84.58,1,0
31,55,20007.2,77,20006.2,-69.58,0,1
31,79,20009.8,90,20009.5,-4.58,0,1
32,2,19993.8,17,19995,-4.58,0,1
32,18,19994.5,21,19995.5,-4.58,0,1
32,22,19995.5,25,19996,-19.58,1,0
32,26,19996,33,19993.2,-69.58,0,1
32,35,19997,36,19996.5,-14.58,0,1
32,38,19997,39,19996.8,-9.58,0,1
32,40,19997.5,51,19996.8,-9.58,0,1
32,57,19996,63,19992.2,-34.58,0,1
32,64,19990.8,65,19990.8,-4.58,1,0
32,70,19999.2,75,19992.5,-29.58,0,1
32,78,19991.8,83,19995.8,-9.58,1,0
32,87,19996.2,93,19999,-4.58,1,0
32,96,20003.5,98,19999.2,-44.58,0,1
33,0,19997.8,12,20004,55.42,0,1
33,13,20005.2,34,20000,-19.58,0,1
33,35,20007.5,37,20007.2,25.42,0,1
33,40,20009,46,20007.5,-39.58,0,1
33,49,20006,56,20005.5,-19.58,0,1
33,58,20009.2,61,20008,-29.58,0,1
33,69,20008.2,90,19997.2,-114.58,0,1
34,8,20008.5,13,20007.2,-19.58,0,1
34,15,20009.5,28,20004.8,-54.58,0,1
34,29,20006,52,19999,30.42,0,1
34,53,19999.5,54,19999.8,-9.58,1,0
34,55,19998.8,61,20000.8,-24.58,1,0
34,64,19999.8,66,19997.5,-129.58,0,1
34,68,20000.8,76,20002.2,-44.58,0,1
34,79,20001.8,88,19999.2,-44.58,0,1
35,0,20009.2,4,20010,-54.58,1,0
35,5,20005.5,6,20009.8,-89.58,1,0
35,7,20009,12,20010.2,-14.58,1,0
35,13,20003.8,18,20008.8,-114.58,1,0
35,22,20003,26,19999.8,60.42,1,0
35,28,19999.2,31,20000,-14.58,1,0
35,33,20000.2,34,19999,-29.58,0,1
35,35,19999.8,39,20000.2,-29.58,1,0
35,43,19999.8,57,20000,-9.58,0,1
35,62,20000.2,72,19999.8,-14.58,0,1
35,76,19999.8,81,20000.5,-19.58,1,0
35,83,19999.8,85,19999.8,5.42,1,0
35,88,20000.8,90,19999.5,-29.58,0,1
35,92,20000.5,93,20001,-14.58,1,0
35,94,20001,96,20000.2,-19.58,0,1
35,97,20001,99,19999.2,-39.58,0,1
36,1,20004.2,4,20002.5,-9.58,0,1
36,5,20002.8,11,20002.2,-74.58,0,1
36,12,20002.5,15,20003.8,-49.58,0,1
36,19,20002.8,20,20002,-19.58,0,1
36,24,20004.2,36,20001.8,-64.58,0,1
36,37,20001.8,39,20001.8,-4.58,1,0
36,42,20005.8,51,19998,-79.58,0,1
36,52,19998,54,20000.5,-34.58,1,0
36,55,20000.2,63,20002.2,-44.58,0,1
36,64,20006.8,68,20009,40.42,0,1
36,69,20007.2,79,20003.5,-89.58,0,1
36,80,20004,83,19999.2,-159.58,0,1
36,84,19998.8,87,19998.8,-19.58,1,0
36,88,20003.2,95,20002.5,-79.58,0,1
37,0,20002.5,2,19997.5,-19.58,0,1
37,3,19998.8,8,19999.8,10.42,0,1
37,9,19997.8,11,20002.2,-59.58,1,0
37,13,19999.2,18,19997.2,-24.58,0,1
37,19,20000,27,20004,0.42,0,1
37,32,20005,35,20001.8,-69.58,0,1
37,36,20002.5,52,20002.2,-89.58,0,1
37,53,20006.5,68,20004,-14.58,0,1
37,69,20004.5,92,19997.2,-104.58,0,1
37,93,20000.8,99,19995.8,-59.58,0,1
38,3,19979.2,17,19994.8,-69.58,0,1
38,18,19999.8,19,19997.5,-49.58,0,1
38,23,19995,27,19996,-34.58,0,1
38,31,19998.8,34,20000.5,-34.58,1,0
38,35,20000.5,39,19995.8,-29.58,0,1
38,41,20000.5,42,19999.2,-29.58,0,1
38,43,19998.8,57,19999.8,30.42,0,1
38,58,20000.8,66,20003.5,-19.58,0,1
38,67,20004.5,83,20002.2,-29.58,0,1
38,85,20004,87,19998.8,-109.58,0,1
39,4,20000.5,15,19996.2,-44.58,0,1
39,16,19999,34,19987.8,-54.58,0,1
39,36,19983.8,39,19982.8,-14.58,0,1
39,40,19983.8,43,19979.5,-144.58,0,1
39,45,19981.5,76,19981.2,-34.58,0,1
39,79,19994.5,95,19992,-39.58,0,1
39,96,19996.2,97,19996.2,-4.58,0,1
40,1,19987,4,19995.5,35.42,0,1
40,6,19997,8,19998.5,-44.58,1,0
40,9,19998.2,11,19999.5,-29.58,1,0
40,14,19995.2,15,19995.2,-4.58,1,0
40,16,19995.2,32,19998.2,-14.58,0,1
40,33,19996.8,39,20003.2,-34.58,0,1
40,40,20005.2,47,20004.2,-19.58,0,1
40,49,20001.2,54,20008.2,-19.58,1,0
40,58,20008.8,60,20005.2,-74.58,0,1
40,61,20006,64,20007.2,-29.58,0,1
40,65,20008.8,71,20004.8,-34.58,0,1
40,73,20002,74,20004.8,50.42,0,1
40,76,20009.2,89,20002,-104.58,0,1
40,95,19997.2,97,19996.5,-19.58,0,1
40,98,19994.8,99,19995.8,-24.58,1,0
41,0,20002.8,1,20001.2,-34.58,0,1
41,2,20000.8,5,20000.8,-24.58,0,1
41,6,20002,7,20000.5,-34.58,0,1
41,10,20000.8,11,20000.2,-14.58,0,1
41,12,20002,13,20000.2,-39.58,0,1
41,15,20004.2,16,20002.8,-34.58,0,1
41,17,20002,20,19999.8,0.42,1,0
41,21,19999.5,23,19998.5,15.42,1,0
41,25,19997.8,28,19998.8,10.42,1,0
41,29,19999.5,35,19994.2,-104.58,0,1
41,37,19994.2,47,19995.2,-14.58,0,1
