Episode,Timestep_Entry,Price_Entry,Timestep_Exit,Price_Exit,PnL,Entry_Action,Exit_Action
82,36,19999.8,37,20000,0.42,0,1
82,38,20001.5,42,20000.5,-29.58,0,1
82,43,20002,44,20001,-24.58,0,1
82,45,20000,46,20002.5,-54.58,1,0
82,47,20002.5,49,20001.2,-29.58,0,1
82,50,20002.8,60,20004.2,25.42,0,1
82,61,20004.2,62,20005.2,-24.58,1,0
82,64,20005.8,66,20006.8,-19.58,1,0
82,68,20005,69,20004.8,-9.58,0,1
82,70,20006.2,73,20001.5,-99.58,0,1
82,74,20000.5,76,19998.5,-19.58,0,1
82,77,19998.8,80,19997,-89.58,0,1
82,82,19996.8,83,19997,-9.58,1,0
82,84,19997,85,19996.8,-9.58,0,1
82,86,19997,88,19996.8,-9.58,0,1
82,89,19997,90,19996.5,-14.58,0,1
82,91,19997.2,92,19996.8,-14.58,0,1
82,93,19997.2,94,19996.5,-19.58,0,1
83,0,20001.2,3,20001,-9.58,1,0
83,4,20000.8,5,20001,-9.58,1,0
83,8,20001,10,19999.8,-29.58,0,1
83,12,20001.2,14,19999.5,-39.58,0,1
83,15,20002,19,20002.2,-64.58,1,0
83,20,20002.5,21,20001.8,-19.58,0,1
83,23,20000.5,24,19999.2,20.42,1,0
83,26,19999.8,27,19999.2,-14.58,0,1
83,28,19999,29,20001.5,-54.58,1,0
83,30,20000.5,31,19999,-34.58,0,1
83,32,19999.8,36,20002,5.42,0,1
83,37,20002.5,38,20001,-34.58,0,1
83,39,19999.5,42,20003.2,75.42,0,1
83,43,19999.5,44,20002.5,-64.58,1,0
83,47,20001.2,50,19998.5,50.42,1,0
83,51,19998.2,54,20000.5,-29.58,1,0
83,55,19997.8,58,19994,-89.58,0,1
83,59,19994,61,19994,-4.58,1,0
83,62,19994,63,19993.8,-9.58,0,1
83,65,19993.8,69,19997,-19.58,1,0
83,71,19998.5,72,19999.5,-24.58,1,0
83,73,19999.8,77,20002,-49.58,1,0
83,78,20003.5,79,20005.8,-49.58,1,0
83,80,20005.8,81,20004.5,-29.58,0,1
83,82,20002,86,20007.2,-59.58,1,0
83,87,20007.2,88,20006.8,-14.58,0,1
84,0,20004.5,1,20004.8,-9.58,1,0
84,2,20005,3,20005,-4.58,1,0
84,4,20004.8,9,20001.2,65.42,1,0
84,10,20001.2,11,20002,-19.58,1,0
84,12,20002,13,19999.2,-59.58,0,1
84,14,19999.8,15,19999.2,-14.58,0,1
84,16,20001.2,21,19997,65.42,1,0
84,22,19997.2,24,20000,50.42,0,1
84,25,20000.2,29,19998,-24.58,1,0
84,30,19996.5,37,19997,-4.58,1,0
84,38,19995.8,40,20000.2,-94.58,1,0
84,41,19999.5,45,19997.8,30.42,1,0
84,46,19995.5,52,19996.2,-14.58,1,0
84,54,19996.8,55,19996.5,-9.58,0,1
84,56,19996.5,60,19995,-64.58,0,1
84,61,19996.8,62,19995,-39.58,0,1
84,63,19997.5,65,19995,-54.58,0,1
84,66,19998.8,72,19999.5,85.42,0,1
84,73,19993,75,19996.8,-79.58,1,0
84,78,19993.8,82,19995.2,15.42,0,1
84,83,19998.8,85,19995.5,-69.58,0,1
84,87,19991,94,19992.2,-39.58,1,0
84,95,19992.2,96,19992,-9.58,0,1
85,2,19995.5,8,19999.5,-84.58,1,0
85,9,19999.8,14,20000.8,-29.58,1,0
85,15,20001.2,20,20001,10.42,1,0
85,21,20000,24,19997,15.42,1,0
85,27,19998.5,31,19992.2,-144.58,0,1
85,34,20001.5,37,19999.5,-99.58,0,1
85,38,20004,39,20000,-84.58,0,1
85,40,20002,41,20003,-24.58,1,0
85,42,19999.8,45,20000.5,-9.58,1,0
85,46,20000,49,20000.8,-44.58,1,0
85,50,19999.8,52,19997.8,-44.58,0,1
85,53,20002.5,55,19999.5,-14.58,0,1
85,57,20006.2,58,20005.5,-19.58,0,1
85,59,20007.5,60,20008.5,-24.58,1,0
85,62,20007.5,66,20008.2,-9.58,0,1
85,69,20008.2,72,20007.5,-19.58,0,1
85,75,20008.2,76,20007.5,-19.58,0,1
85,77,20008.2,81,20007.2,-14.58,0,1
85,82,20008,83,20007.8,-9.58,0,1
85,86,20008.5,93,20007.8,-29.58,0,1
86,1,20005.5,2,20005,5.42,1,0
86,3,20006.2,11,20000.2,-89.58,0,1
86,12,20002.8,15,20002,10.42,1,0
86,16,20000,21,19999,-19.58,1,0
86,22,19998.2,25,20001,80.42,0,1
86,26,20005,28,20002.5,45.42,1,0
86,30,20007.5,31,20007.8,0.42,0,1
86,32,20006.5,33,20009.8,-69.58,1,0
86,34,20008.8,38,20003.5,55.42,1,0
86,39,20003.8,54,20009.8,-24.58,1,0
86,56,20009,57,20010,-24.58,1,0
86,58,20009,61,20010,-19.58,1,0
86,62,20010.2,69,20006.8,-99.58,0,1
86,70,20009.5,71,20011.2,30.42,0,1
86,72,20009.8,78,20023.2,-149.58,1,0
86,79,20023.8,80,20023.5,-9.58,0,1
86,81,20022.8,86,20025,135.42,0,1
86,90,20026.2,92,20025.5,10.42,1,0
86,94,20022.8,97,20016.8,-104.58,0,1
87,1,20000.5,4,20000,-14.58,0,1
87,6,20000,11,19999.8,-24.58,0,1
87,13,19999.5,14,20000.8,-29.58,1,0
87,15,19999.5,20,20000,10.42,1,0
87,21,20000.5,22,20000,5.42,1,0
87,23,19999.8,24,19998.8,15.42,1,0
87,25,19997.5,26,19996.8,-19.58,0,1
87,27,19997.8,28,19999.2,-34.58,1,0
87,29,19996.2,33,20001.2,-9.58,1,0
87,34,20001,36,20001.5,-19.58,1,0
87,37,19998.5,38,20000.2,-39.58,1,0
87,39,20001.5,45,20002,-14.58,1,0
87,48,19999.8,49,20000,0.42,0,1
87,51,20001,55,20002,-14.58,1,0
87,56,20001.8,58,20001.8,-4.58,1,0
87,59,19997.8,60,19997.5,0.42,1,0
87,61,19996.2,62,19998.8,-54.58,1,0
87,65,19999.2,71,19998.8,10.42,1,0
87,72,19997.8,73,19997,-19.58,0,1
87,74,19996.8,77,19998.2,-34.58,1,0
87,78,19999.8,79,19996.5,-69.58,0,1
87,80,19997.8,82,20000.2,-54.58,1,0
87,84,20000.5,88,20001.2,-14.58,1,0
87,91,20001.8,95,20001.8,5.42,0,1
87,97,20001.5,98,20000.5,-24.58,0,1
88,0,19996.2,5,20002,-129.58,1,0
88,6,19999.2,8,19994.8,-69.58,0,1
88,9,19993.5,10,19994,-14.58,1,0
88,11,19993.2,17,19992.5,-9.58,0,1
88,19,19992.2,22,19993,-9.58,1,0
88,26,19992.8,27,19994,-29.58,1,0
88,28,19993.5,30,19992.5,-24.58,0,1
88,32,19992.5,33,19993.5,-24.58,1,0
88,34,19993.5,38,19993.2,-9.58,0,1
88,39,19993.8,40,19994.8,-24.58,1,0
88,41,19994,44,19992,-69.58,0,1
88,49,19994.5,52,19996,-34.58,1,0
88,54,19994.8,56,19991,-39.58,0,1
88,59,19990.5,63,19989.5,-9.58,1,0
88,64,19995.5,72,19996.2,-44.58,0,1
88,73,19998.5,74,20000,-34.58,1,0
88,75,20000.8,77,19996,-99.58,0,1
88,79,20005.2,81,20006.2,-4.58,0,1
88,84,20009.5,88,20004,-14.58,0,1
88,91,20005.8,92,20002.8,-64.58,0,1
88,93,20002.2,94,20002.2,-4.58,1,0
88,95,20004.8,99,19998.5,-69.58,0,1
89,1,20002.8,6,20004.8,-49.58,1,0
89,7,20003,10,20006,-39.58,1,0
89,11,20002,12,20008.5,-134.58,1,0
89,14,20005.8,15,20005,10.42,1,0
89,16,20004,20,20007.8,-64.58,1,0
89,21,20003.8,22,20009.2,-114.58,1,0
89,23,20009.2,29,20004.5,-34.58,0,1
89,30,20006.5,36,20002.8,-49.58,0,1
89,39,20003.2,41,20005.2,35.42,0,1
89,42,20004.5,43,20002.5,-44.58,0,1
89,44,20006.5,45,20004,-54.58,0,1
89,47,20008.2,52,20002,-9.58,0,1
89,53,20002,56,20004.5,-54.58,1,0
89,58,20002.8,62,20007.8,-104.58,1,0
89,65,20008.8,67,20008.5,-9.58,0,1
89,68,20009.2,69,20008.5,10.42,1,0
89,72,20004.8,73,20003.5,20.42,1,0
89,74,20003.2,90,20003.5,-39.58,1,0
89,91,20001.5,97,20001.8,-9.58,1,0
89,98,20001.8,99,20001,-19.58,0,1
90,0,19991.5,20,19995.5,-34.58,1,0
90,21,19996.8,22,19996.2,5.42,1,0
90,24,19993,26,19993.2,-9.58,1,0
90,27,19993,30,19996.5,-74.58,1,0
90,31,19998,35,19999.5,-44.58,1,0
90,37,19998.5,44,20002,-54.58,1,0
90,46,20001.8,50,20006.2,-114.58,1,0
90,51,20006.8,57,20009.5,-59.58,1,0
90,58,20008.2,59,20008.5,-9.58,1,0
90,61,20005.8,63,20009.5,-79.58,1,0
90,65,20007,66,20006.5,5.42,1,0
90,67,20004.5,69,20002.8,30.42,1,0
90,71,20002.8,84,20003.5,-19.58,1,0
90,85,20003.5,87,20002.8,-24.58,0,1
90,88,20002.2,89,20003.2,-24.58,1,0
90,91,20003.8,92,20002.2,-34.58,0,1
90,94,20002.5,96,20002.2,-34.58,0,1
91,2,20007.2,7,20009.2,-84.58,1,0
91,8,20009.2,9,20009.5,-9.58,1,0
91,10,20004,18,20009.5,-44.58,1,0
91,19,20008,32,20008.5,-14.58,1,0
91,33,20005.2,43,20002.2,-19.58,1,0
91,44,20001.2,49,20001,-14.58,1,0
91,52,20001.5,53,20001.2,0.42,1,0
91,55,20000,65,19995.2,65.42,1,0
91,66,19994,69,19996.5,-44.58,1,0
91,70,19997.2,71,19994.5,-59.58,0,1
91,72,19994,74,19995.2,-24.58,1,0
91,75,19995,77,19995.5,5.42,0,1
91,78,19993,79,19992,-24.58,0,1
91,82,19996.8,84,19997.5,-19.58,0,1
91,85,19996.2,91,20000,-119.58,1,0
91,93,19998.2,97,19997,25.42,1,0
92,0,19996.2,2,19994.5,-39.58,0,1
92,6,19992.2,7,19989.5,-59.58,0,1
92,9,19993.8,15,19989,15.42,1,0
92,17,19988.5,20,19991.5,-64.58,1,0
92,24,19990.2,25,19990.8,-14.58,1,0
92,26,19992.2,29,19989.8,45.42,1,0
92,30,19989.8,31,19989.8,-4.58,0,1
92,32,19990.8,34,19990.2,-19.58,1,0
92,37,19986,40,19994.8,-34.58,1,0
92,41,19991,43,19994.2,-74.58,1,0
92,44,19992.8,45,19988.8,75.42,1,0
92,46,19995.8,47,19988.5,-149.58,0,1
92,49,19993.2,50,19993.2,-4.58,0,1
92,52,19991.8,53,19991.8,-4.58,0,1
92,54,19997,55,19996.5,-14.58,0,1
92,56,19994.5,59,19995,-24.58,1,0
92,62,19994.5,63,19993.2,-29.58,0,1
92,64,19993.5,66,19993,-24.58,0,1
92,68,19994,69,19994.8,-19.58,1,0
92,74,19996.8,85,19993.2,-9.58,1,0
92,86,19994.2,92,19999,-99.58,1,0
92,95,19992.5,96,19992.5,-4.58,1,0
93,0,19994.8,1,19995,-9.58,1,0
93,4,19999.8,17,19986.5,15.42,1,0
93,19,19985.5,42,19986.8,-29.58,1,0
93,43,19983.8,47,19988,-14.58,1,0
93,48,19988,49,19987.8,-9.58,0,1
93,51,19988,53,19987.5,-14.58,0,1
93,55,19988,76,19995.2,-99.58,1,0
93,77,19994.8,78,19995.5,10.42,0,1
93,79,19995.8,81,19996,-44.58,1,0
93,82,19992.8,83,19992.2,-14.58,0,1
93,84,19989.2,85,19988.8,-14.58,0,1
93,86,19988.5,92,19994.5,-149.58,1,0
94,1,19993.8,4,19997.5,-89.58,1,0
94,5,19998.8,7,19997.5,-34.58,0,1
94,9,19993.2,15,19993,35.42,0,1
94,16,19989.2,18,19993,70.42,0,1
94,19,19997.5,22,19998,-59.58,0,1
94,23,20000.2,27,20000.2,-64.58,1,0
94,28,19998.8,31,19995.8,-4.58,0,1
94,32,19996.2,33,19995.8,-14.58,0,1
94,38,19996.5,40,19996.5,-9.58,0,1
94,41,19996.2,47,19996.8,-14.58,1,0
94,48,19996.8,52,19996,-29.58,0,1
94,53,19996.8,57,19998,-44.58,1,0
94,63,19995.2,64,19995.5,-9.58,1,0
94,65,19996.2,66,19995.2,-24.58,0,1
94,69,19997.2,70,19997.8,5.42,0,1
94,71,20000.8,72,19998,-59.58,0,1
94,74,19995.2,77,19998.2,-69.58,1,0
94,78,19995,79,19995.2,-9.58,1,0
94,81,19996.2,84,19996.2,-14.58,0,1
94,85,19995,92,20001.5,-99.58,1,0
94,93,19998.2,98,19994.5,-9.58,1,0
95,1,20005.2,6,20010,-39.58,1,0
95,9,20005.5,15,20002.2,80.42,1,0
95,16,20001.8,28,20007,-119.58,1,0
95,29,20001.8,44,20005.5,-109.58,1,0
95,45,20006.8,49,20006.2,5.42,1,0
95,51,20002.5,58,20009.5,-89.58,1,0
95,60,20008,71,20000.8,70.42,1,0
95,72,20001.2,75,20001.2,-9.58,1,0
95,76,20000.2,95,19992.5,-29.58,1,0
96,0,20007.8,1,20008.5,10.42,0,1
96,2,20005.5,4,20009.5,-84.58,1,0
96,5,20009.5,6,20008.2,-29.58,0,1
96,8,20000.2,11,19999.8,5.42,1,0
96,13,19998.2,22,20004.8,-79.58,1,0
96,23,19996.5,25,19997.5,-24.58,1,0
96,28,19998.2,46,20009.5,-94.58,1,0
96,48,20005,51,20007,-44.58,1,0
96,54,20003.8,67,20009.5,-144.58,1,0
96,68,20005.5,71,20000.2,5.42,1,0
96,72,20003.8,74,20000,-84.58,0,1
96,75,20000.2,78,20002.2,-14.58,0,1
96,79,20002.5,80,20004.2,-39.58,1,0
96,81,20003.2,82,20004,10.42,0,1
96,83,20001,85,20003,-39.58,0,1
96,87,20001.2,93,20000.8,5.42,1,0
96,96,20009,98,20005.5,-74.58,0,1
97,0,20006,5,20008,-9.58,1,0
97,6,20005.5,19,19999.5,100.42,1,0
97,21,20000.2,22,20005.8,105.42,0,1
97,23,20003.2,24,19995.8,-154.58,0,1
97,25,20001.8,29,19998.2,-59.58,0,1
97,31,20006,36,20009.2,-9.58,0,1
97,39,20009.8,41,20008,-39.58,0,1
97,44,20007.5,45,20005.8,30.42,1,0
97,46,20005.8,50,20004,-49.58,0,1
97,51,20004,53,20003.5,-14.58,0,1
97,54,20004.5,60,20003.2,-89.58,1,0
97,62,20005.5,65,20005,-14.58,0,1
97,66,20004.5,68,20001.8,-89.58,0,1
97,72,20004.8,78,20005.5,-44.58,1,0
97,79,20005.5,83,20002.5,-64.58,0,1
97,84,20003.8,93,19998.2,-24.58,0,1
97,95,19997.5,96,19997.8,-9.58,1,0
98,1,20001,3,20001.8,-19.58,1,0
98,4,19999,5,20000.2,-29.58,1,0
98,9,20003.5,11,20000.8,-34.58,0,1
98,14,19996.5,17,19997,-14.58,1,0
98,18,19995.2,21,19994.2,-29.58,1,0
98,23,19992.8,24,19992.2,-14.58,0,1
98,25,19996.8,27,19997.2,5.42,0,1
98,28,19995.5,29,19999,-74.58,1,0
98,31,19994.5,39,19996.2,5.42,0,1
98,42,19993.8,50,19995.8,-54.58,0,1
98,51,19997.2,52,20000.5,-69.58,1,0
98,54,20001.5,56,19998,65.42,1,0
98,57,19997,58,19996.2,-19.58,0,1
98,60,19998.8,62,19999,15.42,0,1
98,63,19999.5,64,19997.8,-39.58,0,1
98,66,19995.2,80,19999.8,-14.58,1,0
98,82,19995.5,83,19996.2,-19.58,1,0
98,84,19997.8,91,20001.2,-4.58,0,1
98,92,20003.5,94,20002,25.42,1,0
98,95,20001.2,96,19993.2,-164.58,0,1
99,0,19997.5,6,20001.2,105.42,0,1
99,8,20002.5,10,20001.5,-29.58,0,1
99,12,19999.2,13,19999,0.42,1,0
99,15,20002.8,16,20002.8,-4.58,0,1
99,17,20006.8,21,20004.8,-59.58,0,1
99,23,20008,31,20009.8,-14.58,1,0
99,32,20009,34,20010,-24.58,1,0
99,35,20010,44,20009.5,-24.58,0,1
99,47,20014.5,50,20015.8,-39.58,1,0
99,52,20014.2,53,20014.5,0.42,0,1
99,55,20009.2,56,20008.5,-19.58,0,1
99,57,20006.2,59,20006.5,-9.58,1,0
99,60,20006.2,62,20006.5,-9.58,1,0
99,65,20006.2,68,20006.5,-9.58,1,0
99,69,20006.5,81,20006,-19.58,0,1
99,82,20006.2,89,20006.8,-24.58,1,0
99,91,20005.5,93,20005,-24.58,0,1
99,94,20004.5,95,20007,-54.58,1,0
99,96,20002,97,20000,-44.58,0,1
99,98,20001.8,99,19998,-79.58,0,1
100,5,20004.8,10,20003.8,-19.58,1,0
100,12,20002.8,24,19998.8,0.42,1,0
100,25,20002,26,19998.5,-74.58,0,1
100,27,20001.5,39,19999,-19.58,1,0
100,40,19999.5,50,19998.2,-104.58,0,1
100,52,19998.8,55,20001,10.42,0,1
100,58,20003,62,20008,-34.58,1,0
100,63,20007.8,66,20008.2,-19.58,1,0
100,72,20009.2,74,20005.5,-79.58,0,1
100,76,20004.2,77,20005.5,-29.58,1,0
100,79,20008,84,20009.2,-9.58,1,0
100,85,20008.2,87,20003.5,-99.58,0,1
100,92,20000.8,93,19999.5,-29.58,0,1
101,3,19996.5,5,19997,-19.58,1,0
101,6,19996,32,19997.5,-14.58,1,0
101,34,19996,42,19993.8,-49.58,0,1
101,43,19995.5,46,19995.8,-49.58,0,1
101,49,19996.5,51,19993,-94.58,0,1
101,53,19992.2,64,19991.5,-59.58,1,0
101,66,19992.8,81,19991.8,-14.58,1,0
101,83,19993.5,95,19996,5.42,0,1
102,3,19998.2,4,19993.2,-104.58,0,1
102,6,19995.2,24,19996.5,20.42,0,1
102,25,19996,31,20000.5,-19.58,1,0
102,36,20001.2,39,19996.8,70.42,1,0
102,40,19998.8,44,20003.5,-94.58,1,0
102,46,20006.8,52,20006,-14.58,0,1
102,55,20005.8,81,19995,15.42,1,0
102,82,19998,90,19992.2,-24.58,0,1
103,2,20007,3,20009.8,-59.58,1,0
103,5,20006.5,11,20009.2,-84.58,1,0
103,13,20005.5,15,20009,-74.58,1,0
103,16,20004.2,20,20006.2,-9.58,0,1
103,21,20007.5,23,20001.5,115.42,1,0
103,24,20001.2,31,20001,0.42,1,0
103,33,19999.5,34,20003,-74.58,1,0
103,36,19998.8,37,20000,-29.58,1,0
103,42,19997,49,20000.5,-99.58,0,1
103,54,20002.8,57,20002.8,-54.58,1,0
103,59,20002.5,61,20000,-54.58,0,1
103,62,20006,65,19999.5,-89.58,0,1
103,69,20000.8,71,20000.8,-9.58,1,0
103,78,19993.8,87,19997.8,-44.58,1,0
103,88,19998,94,19995.2,-79.58,0,1
104,5,20000.5,11,19999.2,-19.58,0,1
104,12,19998.2,18,20002,-19.58,1,0
104,21,20001.5,28,20001.8,-9.58,1,0
104,29,20001.5,30,20001.8,-9.58,1,0
104,31,20001.8,32,20001.5,-9.58,0,1
104,34,20001.8,38,20001.2,-19.58,0,1
104,40,20001.8,41,20001.2,-14.58,0,1
104,42,20002,43,20001.2,-19.58,0,1
104,44,20001.5,45,20001.2,-9.58,0,1
104,47,20001.5,53,20000.8,-34.58,0,1
104,55,20000.5,62,19999,-14.58,1,0
104,64,19999.2,66,19998.8,-14.58,0,1
104,69,19999.5,71,19999.2,-14.58,0,1
104,73,19998.8,74,20000,-29.58,1,0
104,75,19998.8,80,19997.8,-34.58,0,1
104,86,20000.2,87,19998.5,30.42,1,0
104,89,20000.5,90,20001,-14.58,1,0
105,5,20005.8,8,20003.8,35.42,1,0
105,10,20001,13,20004.8,-79.58,1,0
105,14,20002.8,18,20004.5,-24.58,0,1
105,19,20005.8,21,20003.2,-54.58,0,1
105,22,20002.8,34,20006.8,-59.58,1,0
105,35,20002.8,40,20010,-119.58,1,0
105,42,20002.5,51,20010.2,-59.58,1,0
105,53,20002.2,54,20000.5,-39.58,0,1
105,58,19996.5,60,19996.8,-4.58,0,1
105,61,19999,71,19999.2,-29.58,1,0
105,73,19998.5,74,19999,-14.58,1,0
105,75,20000,82,20002.2,60.42,0,1
105,83,20002.8,92,19998.2,-19.58,1,0
105,93,20001.8,94,19998,-79.58,0,1
106,1,19996.5,4,19997,-14.58,1,0
106,5,19997.2,7,19996.5,-19.58,0,1
106,8,19996.5,14,19997.5,-19.58,1,0
106,15,19996.5,18,19997,-14.58,1,0
106,19,19996.2,20,19997,-19.58,1,0
106,23,19996,28,19997.8,-24.58,1,0
106,29,19997.2,33,19996.5,-24.58,0,1
106,38,19996.8,45,19996.2,25.42,1,0
106,49,19998.8,52,19998,-19.58,0,1
106,54,19997.8,56,19997.5,-39.58,0,1
106,57,19998,66,19998.5,-64.58,1,0
106,68,19995.5,69,19996.8,-29.58,1,0
106,70,19998.8,74,19996.5,-69.58,0,1
106,75,19995.2,76,19996,-19.58,1,0
106,77,19995.5,79,19994.8,-19.58,0,1
106,82,19995.5,85,19995,-29.58,0,1
106,86,19994.8,93,19995.2,65.42,1,0
107,0,19987.8,9,19989.5,-14.58,1,0
107,10,19989.8,14,19991.2,-44.58,0,1
107,15,19990.8,17,19989.5,-39.58,0,1
107,23,19995.2,26,19993.2,-44.58,0,1
107,29,19992.5,30,19991.5,-24.58,0,1
107,35,19989.8,37,19992.5,-59.58,1,0
107,39,19989.5,50,19987.2,-39.58,1,0
107,52,19986,56,19987.5,-49.58,1,0
107,58,19990,62,19989.8,-4.58,1,0
107,63,19989.5,65,19990,-14.58,1,0
107,68,19989.8,69,19989.5,-9.58,0,1
107,71,19989.2,76,19990,-29.58,1,0
107,77,19990.2,80,19988.5,-44.58,0,1
107,81,19990.5,85,19988.2,-54.58,0,1
107,86,19988,88,19990.8,-44.58,1,0
107,90,19990.5,94,19991.2,-54.58,1,0
107,96,19991.2,98,19990.5,-19.58,0,1
108,1,20003.5,3,20004.2,-94.58,1,0
108,5,19996.8,8,19998.2,-14.58,0,1
108,9,19999.8,11,20003,-79.58,1,0
108,13,20002.5,18,20008,-79.58,1,0
108,25,20004.8,26,20004,10.42,1,0
108,27,20005.5,28,20006.5,15.42,0,1
108,31,20008.8,34,20007.2,-9.58,0,1
108,37,20008.8,43,20005,-14.58,1,0
108,45,20004,48,20004.2,-9.58,1,0
108,52,20003.8,57,20002.8,10.42,1,0
108,61,20001.8,62,20004.8,-64.58,1,0
108,63,20003.5,74,20004.8,-79.58,1,0
108,76,20004.2,82,20001.2,-9.58,1,0
108,85,20004.5,87,20005.2,-14.58,1,0
109,1,19999.5,4,20003.2,-49.58,1,0
109,10,19995.2,17,20003.8,-74.58,1,0
109,18,20004.2,21,20006.8,-19.58,1,0
109,22,20008,36,20003.5,-49.58,0,1
109,41,20004.5,42,20002.5,-44.58,0,1
109,44,20001.2,47,20001.2,-9.58,1,0
109,48,20001.5,51,20002.8,-29.58,1,0
109,53,20001.5,72,19999.2,60.42,1,0
109,73,19999,79,19998.2,5.42,1,0
109,80,19998.5,89,19998,5.42,1,0
109,90,19996.2,97,19998.5,-104.58,1,0
109,98,19998.5,99,19996.8,-39.58,0,1
110,3,19993.5,10,19999.8,-49.58,1,0
110,11,19999.5,17,19998.5,-84.58,0,1
110,21,20004.5,24,20006.2,5.42,0,1
110,25,20002.5,31,20004.8,-54.58,1,0
110,32,20003.2,52,20001.2,-104.58,1,0
110,53,19998.5,55,19999.8,-29.58,1,0
110,62,19999,64,20001.5,-54.58,1,0
110,65,20000.2,67,19998,-4.58,1,0
110,69,19997.5,77,20000.8,0.42,1,0
110,79,19999.8,84,20000.5,-44.58,1,0
110,87,19997.2,88,20004.5,-149.58,1,0
110,90,20005.8,93,20006.2,-54.58,0,1
111,0,20001.5,15,20006.8,-44.58,1,0
111,17,20005,20,20004,10.42,0,1
111,21,20003.2,23,20007.2,-59.58,1,0
111,24,20003.8,27,20007.5,-124.58,1,0
111,28,20005.8,30,20008,-49.58,1,0
111,32,20005,33,20009,-84.58,1,0
111,48,19998.5,59,20000.2,-9.58,1,0
111,60,19999.8,65,19999.8,-34.58,1,0
111,66,20000,70,20000.8,-34.58,1,0
111,72,20000.8,86,19998.2,-4.58,0,1
111,88,19989.2,98,19990.5,-39.58,1,0
112,0,19995.5,4,20001.5,-59.58,1,0
112,10,20001.8,14,19996.5,-29.58,0,1
112,18,19997,28,19995.8,-34.58,0,1
112,33,19997.2,49,19995.5,-14.58,1,0
112,51,19994,61,19994.5,-89.58,0,1
112,66,19996,67,19998.8,50.42,0,1
112,69,19996.5,71,19995,-44.58,1,0
112,79,19992.2,85,19991.2,-9.58,0,1
112,86,19991.2,91,19992.5,-29.58,1,0
113,0,20005,15,20004,-14.58,1,0
113,16,20003.5,19,20004.5,-19.58,1,0
113,21,20004,33,20006.5,-64.58,1,0
113,34,20006.5,38,20005,-34.58,0,1
113,39,20005,42,20006.8,-39.58,1,0
113,43,20005.2,50,20006.8,-24.58,1,0
113,56,20002.2,60,20005.5,-14.58,1,0
113,62,20006.2,67,20005.2,5.42,1,0
113,70,20003.2,74,20004.5,-59.58,1,0
113,77,20003.8,80,20005,-19.58,1,0
113,81,20004.5,82,20004.8,0.42,0,1
113,84,20007.2,88,20001.5,-19.58,0,1
113,89,20001.2,91,20000.8,-44.58,0,1
113,93,19999.8,96,20000,-4.58,1,0
114,2,20006.5,16,20003.5,-69.58,0,1
114,17,20004.2,19,20006.2,-44.58,0,1
114,22,20004.2,25,20000.2,-44.58,0,1
114,26,19999.5,37,19996.5,-54.58,0,1
114,38,19996.5,39,20000.8,-89.58,1,0
114,42,19999.8,49,19999.8,-14.58,1,0
114,50,19999.8,54,19996.2,-89.58,0,1
114,55,19999.5,64,19996.8,-79.58,0,1
114,65,20001.2,68,19996.2,-39.58,0,1
114,69,19996.2,77,20002.5,-9.58,1,0
114,78,20004.2,80,20006.2,35.42,0,1
114,83,20004.5,89,20006.8,-9.58,1,0
115,4,19995.8,7,19997,-34.58,1,0
115,11,19999,21,19998.8,-29.58,1,0
115,22,19996.8,28,19996,-19.58,1,0
115,33,19991,34,19994.5,-74.58,1,0
115,36,19990.8,41,19993,-39.58,1,0
115,43,19998.5,45,19996.2,15.42,0,1
115,46,19996.5,55,20000.5,-69.58,1,0
115,57,20001.5,62,20002,5.42,0,1
115,63,20000.2,67,20002,-39.58,1,0
115,68,19999.5,69,19998.8,10.42,1,0
115,71,19996,77,19996,60.42,1,0
115,80,19998,81,19996,-44.58,0,1
115,83,19995.5,87,20005.5,-99.58,1,0
116,0,20008.2,11,20005.5,60.42,1,0
116,12,20004.8,30,20002.5,5.42,1,0
116,31,20003.5,40,20009.5,-9.58,1,0
116,41,20007,45,20000.8,45.42,1,0
116,50,20000.5,54,20001,25.42,1,0
116,55,19999.8,59,20000.8,-24.58,1,0
116,61,19999.8,66,20002.2,-39.58,1,0
116,67,20001.5,68,20001.8,-9.58,1,0
116,70,19999.5,78,20004.2,-24.58,1,0
116,80,20004,81,20004.5,-14.58,1,0
116,83,20003.8,93,19999.5,40.42,1,0
117,0,20002.5,4,20002.5,-29.58,0,1
117,6,20004.5,7,20006.2,-39.58,1,0
117,8,20005,16,20004,-34.58,1,0
117,17,20003.8,21,20004,-9.58,1,0
117,24,20003.5,30,20005.5,-24.58,1,0
117,31,20005,41,20009.2,-109.58,1,0
117,44,20002.8,47,20005.8,-19.58,1,0
117,49,20002,51,20005,-34.58,1,0
117,52,20005.2,77,20006,75.42,1,0
117,78,20010,83,20013,-34.58,1,0
117,86,20001,90,20002,25.42,1,0
118,1,19998.2,20,20004,-59.58,1,0
118,21,20003.8,25,19998,65.42,1,0
118,27,19995.8,28,19996,-9.58,1,0
118,30,19995.8,35,19990.2,-4.58,1,0
118,37,19989,39,19995.5,-134.58,1,0
118,42,19988.5,52,19996.2,5.42,1,0
118,53,19996,55,19998.5,-34.58,1,0
118,57,19995.5,58,19994.5,-24.58,0,1
118,59,19997,60,19994.2,-59.58,0,1
118,63,19987.2,75,20000,-184.58,1,0
118,76,19998.8,79,19998,10.42,1,0
